first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
Dennis,Moore,Dennis Moore,1800273178,dennismoore@buymart.org,407,USA,BM-407-US,2023-01-07 00:00:00+00:00,39824 Jensen Lake Apt. 198,M,31,Florida,Branch Worker,Anna Ellis,Marketing,Staff,Anthony Soto,done,,,50.0,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Florida USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,HR USA,Completed,,Florida USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Florida USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Florida USA,Completed,,HR USA,Completed,,Florida USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis,Wells,Dennis Wells,1800541742,denniswells@buymart.org,408,USA,BM-408-US,2023-01-07 00:00:00+00:00,701 Carrie Fork Suite 970,M,47,Maryland,Branch Worker,Diana Todd,DataAnalyst,Staff,Allison Arnold,done,,,61.11,Incomplete,,HR USA,Completed,,Maryland USA,Incomplete,,HR USA,Completed,,Maryland USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Maryland USA,Completed,,HR USA,Incomplete,,Maryland USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,Maryland USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,Maryland USA,Incomplete,,DataAnalyst USA,Completed,,Maryland USA,Completed,,Maryland USA,Completed,,Maryland USA,Incomplete,,Maryland USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis,Wiley,Dennis Wiley,1800846081,denniswiley@buymart.org,409,USA,BM-409-US,2023-01-07 00:00:00+00:00,3894 Wayne Terrace Suite 781,M,47,NewJersey,Branch Worker,Andrea Mccoy,Marketing,Staff,Anthony Soto,done,,,50.0,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,NewJersey USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,NewJersey USA,Incomplete,,NewJersey USA,Incomplete,,NewJersey USA,Incomplete,,Marketing USA,Incomplete,,NewJersey USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,NewJersey USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek,Austin,Derek Austin,1800924027,derekaustin@buymart.org,410,USA,BM-410-US,2023-01-07 00:00:00+00:00,667 Cook Harbors Suite 722,M,28,Michigan,Branch Worker,Christine Blanchard,Product,Staff,Andrew Johns,,,,38.89,Completed,,Michigan USA,Incomplete,,Product USA,Incomplete,,Michigan USA,Incomplete,,Product USA,Completed,,Product USA,Completed,,Michigan USA,Completed,,Michigan USA,Completed,,Michigan USA,Incomplete,,HR USA,Incomplete,,Michigan USA,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,HR USA,Incomplete,,Product USA,Completed,,Product USA,Incomplete,,Michigan USA,Incomplete,,Product USA,Incomplete,,Product USA,Completed,,Michigan USA,Incomplete,,Product USA,Incomplete,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desiree,Wilkerson,Desiree Wilkerson,1800248501,desireewilkerson@buymart.org,411,USA,BM-411-US,2023-01-07 00:00:00+00:00,9396 Kirk Flat Suite 773,F,39,Illinois,Branch Worker,Candace Gonzalez,CustomerService,Staff,Amanda Rogers,done,,,50.0,Incomplete,,Illinois USA,Completed,,HR USA,Incomplete,,Illinois USA,Incomplete,,HR USA,Completed,,Illinois USA,Incomplete,,HR USA,Completed,,Illinois USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Completed,,Illinois USA,Completed,,HR USA,Incomplete,,Illinois USA,Completed,,HR USA,Incomplete,,Illinois USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,HR USA,Completed,,Illinois USA,Completed,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin,Daniels,Devin Daniels,1800271922,devindaniels@buymart.org,412,USA,BM-412-US,2023-01-07 00:00:00+00:00,21763 David Branch Apt. 605,M,45,California,Branch Worker,Alicia Jenkins,Technology,Staff,Alexander Page,done,,,44.44,Completed,,California USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,Technology USA,Completed,,California USA,Incomplete,,California USA,Completed,,HR USA,Completed,,Technology USA,Completed,,California USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Technology USA,Incomplete,,California USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana,Bell,Diana Bell,1800935998,dianabell@buymart.org,413,USA,BM-413-US,2023-01-07 00:00:00+00:00,7157 Diane Motorway Suite 406,F,52,Florida,Branch Worker,Anna Ellis,HumanResources,Staff,Amanda Castillo,done,,,55.56,Incomplete,,Florida USA,Completed,,Florida USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,Florida USA,Completed,,Florida USA,Completed,,Florida USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Completed,,Florida USA,Incomplete,,Florida USA,Completed,,HR USA,Completed,,Florida USA,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana,Werner,Diana Werner,1800966560,dianawerner@buymart.org,414,USA,BM-414-US,2023-01-07 00:00:00+00:00,111 Victoria Rue,F,46,NewYork,Branch Worker,Amanda Rodgers,Marketing,Staff,Anthony Soto,,,,50.0,Completed,,Marketing USA,Incomplete,,NewYork USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,NewYork USA,Completed,,HR USA,Incomplete,,NewYork USA,Completed,,NewYork USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Completed,,NewYork USA,Incomplete,,NewYork USA,Completed,,HR USA,Completed,,HR USA,Completed,,NewYork USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diane,Robinson,Diane Robinson,1800406789,dianerobinson@buymart.org,415,USA,BM-415-US,2023-01-07 00:00:00+00:00,657 Williams Hill Suite 264,F,35,Maryland,Branch Worker,Diana Todd,Marketing,Staff,Anthony Soto,,,,61.11,Completed,,Maryland USA,Completed,,HR USA,Completed,,Maryland USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Maryland USA,Completed,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,Maryland USA,Completed,,Maryland USA,Incomplete,,Maryland USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Completed,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don,Rich,Don Rich,1800163009,donrich@buymart.org,416,USA,BM-416-US,2023-01-07 00:00:00+00:00,030 Richard Trail Suite 767,M,54,NewYork,Branch Worker,Amanda Rodgers,UserExperience,Staff,Abigail Johnson,done,,,66.67,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,NewYork USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,NewYork USA,Completed,,UserExperience USA,Incomplete,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna,Baker,Donna Baker,1800469552,donnabaker@buymart.org,417,USA,BM-417-US,2023-01-07 00:00:00+00:00,8082 Mcdaniel Heights,F,33,Oklahoma,Branch Worker,Chad Parker,Technology,Staff,Alexander Page,,,,50.0,Completed,,HR USA,Completed,,Technology USA,Completed,,Technology USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,Oklahoma USA,Incomplete,,Technology USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Technology USA,Incomplete,,Oklahoma USA,Completed,,Oklahoma USA,Incomplete,,Oklahoma USA,Completed,,Technology USA,Incomplete,,Oklahoma USA,Completed,,Technology USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,Oklahoma USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna,Floyd,Donna Floyd,1800532935,donnafloyd@buymart.org,418,USA,BM-418-US,2023-01-07 00:00:00+00:00,189 Linda Drives Suite 731,F,27,California,Branch Worker,Alicia Jenkins,Merchandising,Staff,Brent Lozano,,,,55.56,Completed,,HR USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Completed,,HR USA,Completed,,California USA,Incomplete,,Merchandising USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,California USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Benson,Douglas Benson,1800802826,douglasbenson@buymart.org,419,USA,BM-419-US,2023-01-07 00:00:00+00:00,023 Bobby Lodge,M,40,Texas,Branch Worker,Alexander Coleman,CustomerService,Staff,Amanda Rogers,,,,44.44,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,Texas USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan,Nelson,Dylan Nelson,1800467779,dylannelson@buymart.org,420,USA,BM-420-US,2023-01-07 00:00:00+00:00,4455 Roberta Villages Suite 624,M,44,NewYork,Branch Worker,Amanda Rodgers,CustomerService,Staff,Amanda Rogers,done,,,44.44,Completed,,NewYork USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,NewYork USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,NewYork USA,Completed,,CustomerService USA,Completed,,CustomerService USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebony,Figueroa,Ebony Figueroa,1800577340,ebonyfigueroa@buymart.org,421,USA,BM-421-US,2023-01-07 00:00:00+00:00,682 Amber Trail Apt. 797,F,47,SouthCarolina,Branch Worker,Dana Cruz,HumanResources,Staff,Amanda Castillo,,,,61.11,Incomplete,,HumanResources USA,Incomplete,,HumanResources USA,Completed,,SouthCarolina USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,Incomplete,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,HumanResources USA,Incomplete,,SouthCarolina USA,Completed,,SouthCarolina USA,Completed,,HumanResources USA,Completed,,HR USA,Incomplete,,HumanResources USA,Completed,,SouthCarolina USA,Completed,,HR USA,Incomplete,,SouthCarolina USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward,Weeks,Edward Weeks,1800442251,edwardweeks@buymart.org,422,USA,BM-422-US,2023-01-07 00:00:00+00:00,3795 Keith Street Apt. 986,M,48,Arizona,Branch Worker,Amy Dickerson,Technology,Staff,Alexander Page,done,,,50.0,Completed,,Technology USA,Completed,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Completed,,Arizona USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Arizona USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,HR USA,Incomplete,,Arizona USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Incomplete,,Technology USA,Incomplete,,Technology USA,Incomplete,,Arizona USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Hill,Elizabeth Hill,1800340946,elizabethhill@buymart.org,423,USA,BM-423-US,2023-01-07 00:00:00+00:00,2626 Brooks Streets Apt. 693,F,55,Washington,Branch Worker,Anthony Jacobs,DataAnalyst,Staff,Allison Arnold,done,,,50.0,Incomplete,,DataAnalyst USA,Completed,,Washington USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Washington USA,Completed,,Washington USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Washington USA,Incomplete,,Washington USA,Completed,,Washington USA,Completed,,HR USA,Completed,,Washington USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Washington USA,Incomplete,,HR USA,Incomplete,,Washington USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Johnson,Elizabeth Johnson,1800281190,elizabethjohnson@buymart.org,424,USA,BM-424-US,2023-01-07 00:00:00+00:00,7982 Steele Field Suite 388,F,24,Georgia,Branch Worker,Brian Arnold,HumanResources,Staff,Amanda Castillo,done,,,50.0,Completed,,HR USA,Incomplete,,Georgia USA,Completed,,Georgia USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HumanResources USA,Completed,,Georgia USA,Incomplete,,HumanResources USA,Incomplete,,Georgia USA,Incomplete,,Georgia USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,Georgia USA,Completed,,HumanResources USA,Completed,,Georgia USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,Georgia USA,Completed,,Georgia USA,Completed,,HumanResources USA,Completed,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Miller,Elizabeth Miller,1800519924,elizabethmiller@buymart.org,425,USA,BM-425-US,2023-01-07 00:00:00+00:00,076 Brandt Key,F,31,Arizona,Branch Worker,Amy Dickerson,DataAnalyst,Staff,Allison Arnold,done,,,38.89,Completed,,Arizona USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Completed,,Arizona USA,Incomplete,,Arizona USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Arizona USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Arizona USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Singh,Elizabeth Singh,1800601981,elizabethsingh@buymart.org,426,USA,BM-426-US,2023-01-07 00:00:00+00:00,2789 Dyer Mountain Apt. 423,F,33,Pennsylvania,Branch Worker,Alexis Hill,Merchandising,Staff,Brent Lozano,done,,,38.89,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Pennsylvania USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Pennsylvania USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,Merchandising USA,Incomplete,,HR USA,Completed,,Pennsylvania USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Pennsylvania USA,Completed,,Merchandising USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Tyler,Elizabeth Tyler,1800911563,elizabethtyler@buymart.org,427,USA,BM-427-US,2023-01-07 00:00:00+00:00,053 Leslie Turnpike Apt. 774,F,51,Tennessee,Branch Worker,Brandon Ray,CustomerService,Staff,Amanda Rogers,done,,,50.0,Incomplete,,Tennessee USA,Completed,,CustomerService USA,Incomplete,,HR USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,Tennessee USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Tennessee USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Vargas,Elizabeth Vargas,1800241463,elizabethvargas@buymart.org,428,USA,BM-428-US,2023-01-07 00:00:00+00:00,4312 Hicks Valleys,F,48,Texas,Branch Worker,Alexander Coleman,CustomerService,Staff,Amanda Rogers,done,,,66.67,Completed,,Texas USA,Incomplete,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,HR USA,Incomplete,,CustomerService USA,Completed,,HR USA,Completed,,Texas USA,Completed,,HR USA,Completed,,CustomerService USA,Completed,,CustomerService USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,Texas USA,Completed,,HR USA,Completed,,CustomerService USA,Incomplete,,Texas USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen,Brown,Ellen Brown,1800257215,ellenbrown@buymart.org,429,USA,BM-429-US,2023-01-07 00:00:00+00:00,8027 Cooley Hills,F,47,Arizona,Branch Worker,Amy Dickerson,UserExperience,Staff,Abigail Johnson,done,,,72.22,Completed,,Arizona USA,Completed,,UserExperience USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,UserExperience USA,Incomplete,,Arizona USA,Completed,,Arizona USA,Completed,,UserExperience USA,Incomplete,,Arizona USA,Incomplete,,UserExperience USA,Completed,,Arizona USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,Arizona USA,Completed,,UserExperience USA,Incomplete,,Arizona USA,Completed,,Arizona USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily,Ryan,Emily Ryan,1800610612,emilyryan@buymart.org,430,USA,BM-430-US,2023-01-07 00:00:00+00:00,06974 Scott Locks,F,33,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,done,,,44.44,Completed,,California USA,Completed,,California USA,Completed,,UserExperience USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,UserExperience USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,UserExperience USA,Completed,,California USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Incomplete,,UserExperience USA,Completed,,California USA,Completed,,California USA,Incomplete,,UserExperience USA,Completed,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emily,Schwartz,Emily Schwartz,1800417918,emilyschwartz@buymart.org,431,USA,BM-431-US,2023-01-07 00:00:00+00:00,8398 Eric Field,F,44,NorthCarolina,Branch Worker,Daniel Davis,DataAnalyst,Staff,Allison Arnold,done,,,44.44,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,NorthCarolina USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,DataAnalyst USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Incomplete,,HR USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
